REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
11 - Davao Region,Davao Medical School Foundation,Private,Davao Del Sur,Davao City,http://www.dmsf.edu.ph,(082) 226-23-44,
11 - Davao Region,DMMA College of Southern Philippines,Private,Davao Del Sur,Davao City,dmmacsp.edu.ph,(082) 241-1356,
11 - Davao Region,Davao Oriental State University,SUC,Davao Oriental,Mati City,http://www.doscst.edu.ph,(087) 3883-195,
11 - Davao Region,Davao Oriental State University-Cateel Extension Campus,SUC,Davao Oriental,Mati City,http://www.doscst.edu.ph,(087) 3883-195,
11 - Davao Region,Davao Oriental State University-San Isidro Campus,SUC,Davao Oriental,Mati City,http://www.doscst.edu.ph,(087) 3883-195,
11 - Davao Region,Davao Oriental State University-Banaybanay Campus,SUC,Davao Oriental,Mati City,http://www.doscst.edu.ph,(087) 3883-195,
11 - Davao Region,Evelyn E. Fabie College,Private,Davao Del Sur,Davao City,,(082) 227-3469,
11 - Davao Region,General Baptist Bible College,Private,Davao Del Sur,Davao City,gbbc.edu.ph,822000000,
11 - Davao Region,Holy Cross College of Calinan,Private,Davao Del Sur,Davao City,http://www.hccc.edu.ph,(082) 295-0797,
11 - Davao Region,St. Mary'S College of Bansalan,Private,Davao Del Sur,Bansalan,,(082) 272-1797,
11 - Davao Region,Holy Cross of Davao College,Private,Davao Del Sur,Davao City,http://www.hcdc.edu.ph,(082) 221-9071 to 79,
11 - Davao Region,Liceo De Davao,Private,Davao Del Norte,Tagum City,liceodedavao@lddt.ph.education,(084) 216-6102/ 216-4356,
11 - Davao Region,Mati Polytechnic College,Private,Davao Oriental,Mati City,,(087) 388-4820,
11 - Davao Region,MATS College of Technology,Private,Davao Del Sur,Davao City,,082-224-7928,
11 - Davao Region,Mindanao Medical Foundation College,Private,Davao Del Sur,Davao City,http://www.mmfcdavao.com,(082) 221-6225,
11 - Davao Region,North Davao College-Tagum Foundation,Private,Davao Del Norte,Tagum City,,(084) 218-0744,
11 - Davao Region,North Davao Colleges-Panabo,Private,Davao Del Norte,Panabo City,,9130000000,
11 - Davao Region,Philippine Women's College of Davao,Private,Davao Del Sur,Davao City,http://www.pwc.edu.ph/,297-8035 local 202,
11 - Davao Region,Polytechnic College of Davao del Sur,Private,Davao Del Sur,Digos City,http://www.pcds.edu.ph,082-237-3827,
11 - Davao Region,Queen of Apostles College Seminary,Private,Davao Del Norte,Tagum City,,(084) 655-61-54,
11 - Davao Region,The Rizal Memorial Colleges,Private,Davao Del Sur,Davao City,https://rmc.edu.ph/,(082) 224-2344,
11 - Davao Region,Saint Francis Xavier College Seminary,Private,Davao Del Sur,Davao City,,(082) 299-0161,
11 - Davao Region,St. Mary's College of Tagum,Private,Davao Del Norte,Tagum City,http://www.smctagum.gov.ph,(084) 216-6205,
11 - Davao Region,Saint Peter's College of Toril,Private,Davao Del Sur,Davao City,samalcity.gov.ph/sicc/,,
11 - Davao Region,San Pedro College,Private,Davao Del Sur,Davao City,http://www.stcast.edu.ph/,,
11 - Davao Region,Serapion C. Basalo Memorial Colleges,Private,Davao Del Sur,Kiblawan,,9610000000,
11 - Davao Region,Southeastern College of Padada,Private,Davao Del Sur,Padada,,(082) 272-0360,
11 - Davao Region,Southern Philippines Agriculture Business Marine and Aquatic School of Technology,SUC,Davao Occidental,Malita,http://www.spamast.edu.ph,(082) 276-1234,
11 - Davao Region,South Philippine Adventist College,Private,Davao Del Sur,Matanao,http://www.spac.edu.ph,(082) 284-6283,
11 - Davao Region,Tecarro College Foundation,Private,Davao Del Sur,DAVAO CITY,,(082) 297-2511,
11 - Davao Region,UM Bansalan College,Private,Davao Del Sur,Bansalan,http://bansalan.umindanao.edu.ph/,(082) 272-4080,
11 - Davao Region,UM Digos College,Private,Davao Del Sur,Digos City,http://www.umdigoscollege.edu.ph,(082) 553-2538,
11 - Davao Region,UM Panabo College,Private,Davao Del Norte,Panabo City,,(084) 628-5427/628-6227,
11 - Davao Region,UM Tagum College,Private,Davao Del Norte,Tagum City,tagum.umindanao.educ.ph,(084) 655-9607 local 101,
11 - Davao Region,University of Mindanao,Private,Davao Del Sur,Davao City,umindanao.edu.ph,(082) 227-5456,
11 - Davao Region,University of Southeastern Philippines-Main,SUC,Davao Del Sur,Davao City,http://www.usep.edu.ph,(082) 227-8192,
11 - Davao Region,University of the Immaculate Conception,Private,Davao Del Sur,Davao City,http://www.uic.edu.ph,(082) 221-8090,
11 - Davao Region,University of Southeastern Philippines-College of Agriculture-Tagum Mabini,SUC,Davao Del Sur,Davao City,http://www.usep.edu.ph/cdm/,(082) 227-8192,
11 - Davao Region,Davao del Sur State College-Main,SUC,Davao Del Sur,Digos City,http://www.dssc.edu.ph,,
11 - Davao Region,University of Southeastern Philippines-Mintal,SUC,Davao Del Sur,Davao City,http://www.usep.edu.ph,(082) 222-5833,
11 - Davao Region,Joji Ilagan Career Center Foundation,Private,Davao Del Sur,Davao City,http://www.jojiilagancareercenter.com,(082) 300-3322,
11 - Davao Region,St. Francis Xavier Regional Major Seminary of Mindanao,Private,Davao Del Sur,Davao City,sfx-remase.edu.ph,(082) 298-0991/92,
11 - Davao Region,University of the Philippines-Mindanao,SUC,Davao Del Sur,Davao City,http://www.upmin.edu.ph,(082) 293-0310,
11 - Davao Region,Assumption College of Davao,Private,Davao Del Sur,Davao City,http://www.assumptiondavao.edu.ph,(082) 225-0720,
11 - Davao Region,Interface Computer College,Private,Davao Del Sur,Davao City,http://www.interface.edu.ph,(082) 221-8843,
11 - Davao Region,UM Peñaplata College,Private,Davao Del Norte,IGACOS,,9520000000,
11 - Davao Region,Aces Tagum College,Private,Davao Del Norte,Tagum City,acestagumcollege.edu.ph,0948 999 1297,
11 - Davao Region,St. John Paul II College of Davao,Private,Davao Del Sur,Davao City,http://www.sjp2cd.edu.ph,(082) 297-2033,
11 - Davao Region,Philippine College of Technology,Private,Davao Del Sur,Davao City,http://www.pctdavao.edu.ph,(082) 221-0381/ 222-4808,
11 - Davao Region,Mindanao Kokusai Daigaku,Private,Davao Del Sur,Davao City,,(082) 233-0013,
11 - Davao Region,Holy Child College of Davao,Private,Davao Del Sur,Davao City,http://www.holychild.edu.ph,(082) 298-1565,
11 - Davao Region,Mati Doctors College,Private,Davao Oriental,Mati City,,087-3883-761,
11 - Davao Region,Southern Philippines Baptist Theological Seminary,Private,Davao Del Sur,Davao City,spbts.ph,(082) 233-4765,
11 - Davao Region,STI College-Davao,Private,Davao Del Sur,Davao City,http://www.stms.edu.ph,(084) 216-3866,
11 - Davao Region,Jose Maria College,Private,Davao Del Sur,Davao City,http://www.jmc.edu.ph,(082)227-0201,
11 - Davao Region,Christian Colleges of Southeast Asia,Private,Davao Del Sur,Davao City,ccsa-college.edu.ph,(082) 287-8398,
11 - Davao Region,Davao Winchester Colleges,Private,Davao Del Norte,Sto. Tomas,,829-0010,
11 - Davao Region,Legacy College of Compostela,Private,Davao De Oro,Compostela,,,
11 - Davao Region,St. Mary's College Baganga,Private,Davao Oriental,Baganga,http://www.smcbaganga.com,873000000,
11 - Davao Region,Kapalong College of Agriculture Sciences and Technology,LUC,Davao Del Norte,Kapalong,,9850000000,
11 - Davao Region,Holy Cross College of Sasa,Private,Davao Del Sur,Davao City,hccsi.ckgroup.ph,(082) 234-3385,
11 - Davao Region,Laak Institute Foundation,Private,Davao De Oro,Laak,laakinstitute.ph,970-554-7069,
11 - Davao Region,Tagum Doctors College,Private,Davao Del Norte,Tagum City,http://www.tagumdoctors.edu.ph,(084) 655-6971  (084) 308-1560,
11 - Davao Region,Gabriel Taborin College of Davao Foundation,Private,Davao Del Sur,Davao City,,(082) 236-0452,
11 - Davao Region,ACES Polytechnic College,Private,Davao Del Norte,Panabo City,,(084) 628-6915,
11 - Davao Region,Governor Generoso College of Arts Sciences and Technology,LUC,Davao Oriental,Governor Generoso,,,
11 - Davao Region,Davao Vision Colleges,Private,Davao Del Sur,Davao City,,(082) 227-8337,
11 - Davao Region,St. Thomas More School of Law and Business,Private,Davao Del Norte,Tagum City,http://www.stms.edu.ph,(082) 291-2007,
11 - Davao Region,Monkayo College of Arts Sciences and Technology,LUC,Davao De Oro,Monkayo,,084-8295-148,
11 - Davao Region,ACQ College of Ministries,Private,Davao Del Sur,Davao City,,082-244-7893,
11 - Davao Region,Koinonia Theological Seminary Foundation,Private,Davao Del Sur,Davao City,http://www.ktsfi.edu.ph,0942-633-9952 /0956-298-8320,
11 - Davao Region,Evangelical Mission College,Private,Davao Del Sur,Davao City,,082-297-7298,
11 - Davao Region,Samson Polytechnic College of Davao,Private,Davao Del Sur,Davao City,http://www.spcdavao.edu.ph,(082) 221-0257/224-1481,
11 - Davao Region,Mt. Apo Science Foundation College,Private,Davao Del Sur,Davao City,C/o Umindanao.EDU.Ph,,
11 - Davao Region,Kolehiyo ng Pantukan,LUC,Davao De Oro,Pantukan,,(084)8170462,
11 - Davao Region,Northlink Technological College,Private,Davao Del Norte,Panabo City,http://www.northlink.net76.net,084-628-6884,
11 - Davao Region,Tagum City College of Science and Technology Foundation,Private,Davao Del Norte,Tagum City,Tccstfi.edu.ph,(084) 216-6824,
11 - Davao Region,Davao De Oro State College,SUC,Davao De Oro,Compostela,http://www.ddosc.edu.ph,,
11 - Davao Region,Institute of International Culinary and Hospitality Entrepreneurship Inc.,Private,Davao Del Sur,Davao City,http://www.ichef.com.ph,(082) 238-5948,
11 - Davao Region,Asian International School of Aeronautics and Technology,Private,Davao Del Sur,Davao City,http://www.aisat.edu.ph,(082) 295-7219,
11 - Davao Region,Davao De Oro State College-Maragusan Branch,SUC,Davao De Oro,Maragusan,http://www.ddosc.edu.ph,,
11 - Davao Region,Davao De Oro State College-Montevista Branch,SUC,Davao De Oro,Montevista,http://www.ddosc.edu.ph,,
11 - Davao Region,Davao De Oro State College-New Bataan Branch,SUC,Davao De Oro,New Bataan,http://www.ddosc.edu.ph,,
11 - Davao Region,Joji Ilagan International Management School,Private,Davao Del Sur,Davao City,http://www.theinternationalmanagementschool.com,(082)-238-5948,
11 - Davao Region,Malayan Colleges Mindanao,Private,Davao Del Sur,Davao City,http://www.mcm.edu.ph,(+63) 960 504 4856,
11 - Davao Region,Card-MRI Development Institute,Private,Davao Del Norte,Tagum City,http://www.cmdi.edu.ph,(084) 216 0955,
11 - Davao Region,Sto. Tomas College of Agriculture Sciences and Technology,LUC,Davao Del Norte,Sto. Tomas,http://www.sti.edu,(084) 216-0982,
11 - Davao Region,Lyceum of the Philippines-Davao,Private,Davao Del Sur,Davao City,http://www.lpudavao.com,082 2285783,
11 - Davao Region,Maryknoll College of Panabo,Private,Davao Del Norte,Panabo City,mcpi.edu.ph,084-823-5265,
11 - Davao Region,Samal Island City College,LUC,Davao Del Norte,IGACOS,,(082) 300-1493,
11 - Davao Region,STI College-Tagum,Private,Davao Del Norte,Tagum City,http://www.sti.edu,(082) 315-5301,
11 - Davao Region,Colegio de Caraga,Private,Davao Oriental,Caraga,,63900000000,
11 - Davao Region,AMYA Polytechnic College,Private,Davao Del Sur,Davao City,,(082) 225 - 2948,
11 - Davao Region,Maco de Oro College,LUC,Davao De Oro,Maco,,(084) 817-0240,
11 - Davao Region,City College of Davao,LUC,Davao Del Sur,Davao City,http://www.ccd.edu.ph/,(082) 308-3147,
11 - Davao Region,Colegio de Nabunturan,LUC,Davao de Oro,Nabunturan,,968887071,
12 - Soccsksargen,St. Alexius College,Private,South Cotabato,City of Koronadal,http://www.stalexiuscollege.edu.ph,(083) 228-2019,
12 - Soccsksargen,Edenton Mission College,Private,Sarangani,Maitum,http://www.facebook.com/EMCI1947/?locale=da_DK,0917-1739-820,
12 - Soccsksargen,Gensantos Foundation College,Private,South Cotabato,City of General Santos,,(083) 552-3594 (083) 823-7700,
12 - Soccsksargen,Holy Trinity College of General Santos City,Private,South Cotabato,City of General Santos,http://www.htcgsc.edu.ph,(083) 552-5578 local 220 200/(083) 500-0912,
12 - Soccsksargen,King's College of Marbel,Private,South Cotabato,City of Koronadal,,(083) 228-1922,
12 - Soccsksargen,Mindanao Polytechnic College,Private,South Cotabato,City of General Santos,http://www.mpcgensan.edu.ph,(083) 554-0592,
12 - Soccsksargen,Mindanao State University-General Santos,SUC,South Cotabato,City of General Santos,http://www.msugensan.edu.ph,,
12 - Soccsksargen,Notre Dame of Dadiangas University,Private,South Cotabato,City of General Santos,http://www.nddu.edu.ph,(083) 552-4351/(083) 552-4444,
12 - Soccsksargen,Notre Dame of Marbel University,Private,South Cotabato,City of Koronadal,http://www.ndmu.edu.ph,(083) 228-2218,
12 - Soccsksargen,Schola de San Jose,Private,South Cotabato,Polomolok,,(083) 877-6653,
12 - Soccsksargen,Ramon Magsaysay Memorial Colleges,Private,South Cotabato,City of General Santos,http://www.rmmc.edu.ph/public/,(083) 552-3264,
12 - Soccsksargen,Santa Cruz Mission School,Private,South Cotabato,Lake Sebu,,(083) 228-2313,
12 - Soccsksargen,South Cotabato State College,SUC,South Cotabato,Surallah,http://www.scsc.edu.ph,(083) 238-5143,
12 - Soccsksargen,STI College-Gen. Santos,Private,South Cotabato,City of General Santos,,(083) 887-3394,
12 - Soccsksargen,Green Valley College Foundation,Private,South Cotabato,City of Koronadal,,(083) 228-4034,
12 - Soccsksargen,Marbel School of Science and Technology,Private,South Cotabato,City of Koronadal,http://www.msstschoolph.com,(083) 228-3147,
12 - Soccsksargen,AMA Computer College-General Santos City,Private,South Cotabato,City of General Santos,http://www.amaes.edu.ph,(083) 305-3858,
12 - Soccsksargen,Central Mindanao Colleges,Private,Cotabato,City of Kidapawan,http://www.cmc.edu.ph/,(064) 577-5038,
12 - Soccsksargen,Regency Polytechnic College,Private,South Cotabato,City of Koronadal,http://www.regencypolytechniccollege.com.ph,(083) 228-1994,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology,SUC,Cotabato,Arakan,http://www.cfcst.edu.ph,(064) 577-1343,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Antipas Campus,SUC,Cotabato,Antipas,,(064)288-1343,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Katipunan Campus,SUC,Cotabato,Arakan,,(064)288-1343,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Pikit Campus,SUC,Cotabato,Pikit,,(064)288-1343,
12 - Soccsksargen,Cotabato Medical Foundation College,Private,Cotabato,Midsayap,,(064) 521-0072,
12 - Soccsksargen,Dr. Domingo B. Tamondong Memorial Hospital and College Foundation,Private,Sultan Kudarat,Esperanza,,(064) 4716219,
12 - Soccsksargen,King's College of Isulan,Private,Sultan Kudarat,Isulan,,(064) 471-1856,
12 - Soccsksargen,Lebak Family Doctors' School of Midwifery,Private,Sultan Kudarat,Lebak,,064-205-3251,
12 - Soccsksargen,University of Southern Mindanao-Kidapawan City Campus,SUC,Cotabato,City of Kidapawan,http://www.usm.edu.ph/usmkcc,9100000000,
12 - Soccsksargen,Colegio de Kidapawan,Private,Cotabato,City of Kidapawan,http://www.cdk.edu.ph,(064) 577-1340,
12 - Soccsksargen,Notre Dame of Kidapawan College,Private,Cotabato,City of Kidapawan,http://www.ndkc.edu.ph,(064) 577-1672,
12 - Soccsksargen,Notre Dame of Midsayap College,Private,Cotabato,Midsayap,http://www.ndmc.edu.ph,(064) 521-9878,
12 - Soccsksargen,Notre Dame of Salaman College,Private,Sultan Kudarat,LEBAK,,(064) 205-3041,
12 - Soccsksargen,Notre Dame of Tacurong College,Private,Sultan Kudarat,City of Tacurong,http://www.ndtc.edu.ph,(064) 200-3631,
12 - Soccsksargen,Senator Ninoy Aquino College Foundation,Private,Sultan Kudarat,Sen. Ninoy Aquino,,,
12 - Soccsksargen,Southern Baptist College,Private,Cotabato,M'Lang,,(064) 572-4020,
12 - Soccsksargen,Southern Christian College,Private,Cotabato,Midsayap,http://www.southernchristiancollege.edu.ph,(064) 577-0184,
12 - Soccsksargen,Southern Mindanao Institute of Technology,Private,Sultan Kudarat,City of Tacurong,http://www.smit.educ.ph,(064) 200-3549,
12 - Soccsksargen,Southern Philippines Methodist College,Private,Cotabato,City of Kidapawan,http://www.spmci.edu.com,(064) 572-7086,
12 - Soccsksargen,Sultan Kudarat Educational Institution,Private,Sultan Kudarat,City of Tacurong,http://www.skei-tacurong.net,(064) 200-3012,
12 - Soccsksargen,Sultan Kudarat State University,SUC,Sultan Kudarat,City of Tacurong,http://www.sksu.edu.ph,(064) 200-7336,
12 - Soccsksargen,Sultan Kudarat State University-Isulan,SUC,Sultan Kudarat,Isulan,http://www.sksu.edu.ph,,
12 - Soccsksargen,Sultan Kudarat State University-Lutayan,SUC,Sultan Kudarat,Lutayan,http://www.sksu.edu.ph,,
12 - Soccsksargen,Sultan Kudarat State University-Kalamansig,SUC,Sultan Kudarat,Kalamansig,http://www.sksu.edu.ph,,
12 - Soccsksargen,Sultan Kudarat State University-Bagumbayan,SUC,Sultan Kudarat,Bagumbayan,http://www.sksu.edu.ph,,
12 - Soccsksargen,Sultan Kudarat State University-Palimbang,SUC,Sultan Kudarat,Palimbang,http://www.sksu.edu.ph,,
12 - Soccsksargen,Sultan Kudarat State University-Tacurong,SUC,Sultan Kudarat,City of Tacurong,http://www.sksu.edu.ph,,
12 - Soccsksargen,University of Southern Mindanao-Main,SUC,Cotabato,Kabacan,http://www.usm.edu.ph,(064) 572-2138; (064) 454-0175,
12 - Soccsksargen,North Valley College Foundation,Private,Cotabato,City of Kidapawan,http://www.northvalleycollegekidapawan@gmail.com,(064) 572-6381,
12 - Soccsksargen,Central Mindanao Computer School,Private,Cotabato,M'Lang,http://www.cmsc.edu.ph,(064) 572-6674,
12 - Soccsksargen,Adventist College of Technology,Private,South Cotabato,Tupi,,,
12 - Soccsksargen,Goldenstate College,Private,South Cotabato,City of General Santos,http://www.goldenstate.edu.ph,(083) 552-5544,
12 - Soccsksargen,General Santos Doctors' Medical School Foundation,Private,South Cotabato,City of General Santos,http://www.gsdmsfi.edu.ph,(083) 552 9793,
12 - Soccsksargen,Notre Dame-Siena College of Polomolok,Private,South Cotabato,POLOMOLOK,http://www.ndscp.edu,(083) 500-8414,
12 - Soccsksargen,Brokenshire College SOCSKSARGEN,Private,South Cotabato,City of General Santos,,(083) 887-3472,
12 - Soccsksargen,Holy Child College of Information Technology,Private,South Cotabato,Surallah,http://www.hccit.edu.ph,,
12 - Soccsksargen,South East Asian Institute of Technology,Private,South Cotabato,Tupi,,(083) 226 - 1203,
12 - Soccsksargen,VMC Asian College Foundation,Private,Sultan Kudarat,City of Tacurong,,(064) 200-6466,
12 - Soccsksargen,Asian Colleges and Technological Institute,Private,Cotabato,Kabacan,,,
12 - Soccsksargen,Stratford International School,Private,South Cotabato,City of General Santos,http://www.stratford.edu.ph,(083) 554-1615,
12 - Soccsksargen,ACLC College of Marbel,Private,South Cotabato,City of Koronadal,http://www.aclcmarbel.6te.net,(083) 228-4823,
12 - Soccsksargen,Korbel Foundation College,Private,South Cotabato,City of Koronadal,,(083) 877-2051,
12 - Soccsksargen,STI College of Koronadal City,Private,South Cotabato,City of Koronadal,http://www.sti.edu.ph,(083) 228-5989-90,
12 - Soccsksargen,i-Link College of Science and Technology,Private,Cotabato,Midsayap,,(064) 229-8045/(064) 229-5465,
12 - Soccsksargen,Goldenstate College of Koronadal City,Private,South Cotabato,City of Koronadal,http://www.goldenstate.edu.ph,(083) 552-7430,
12 - Soccsksargen,Marvelous College of Technology,Private,South Cotabato,City of Koronadal,,(083) 228-8756,
